title,start,end,lecture,enrollment,enroll_total,enroll_capacity,mult_list_flag,multi_header,multi_list_classes,meet_bdg,meet_rm,Subj_Area,Days_in_week,strt_time,stop_time,fac_capacity,start_date
HIST    115     ,2014-11-11T17:00:00,2014-11-11T18:15:00,LEC 1,Enr: 59 of 60,59,60,n,,[],DODD    ,  00170  ,HIST   ,TR     ,17:00:00,18:15:00,62,1/3/2018 12:00:00 AM
HIST    115     ,2014-11-13T17:00:00,2014-11-13T18:15:00,LEC 1,Enr: 59 of 60,59,60,n,,[],DODD    ,  00170  ,HIST   ,TR     ,17:00:00,18:15:00,62,1/3/2018 12:00:00 AM
HIST    179B    ,2014-11-10T17:00:00,2014-11-10T17:50:00,LEC 1,Enr: 0 of 40,0,40,n,,[],DODD    ,  00170  ,HIST   ,MWF    ,17:00:00,17:50:00,62,1/3/2018 12:00:00 AM
HIST    179B    ,2014-11-12T17:00:00,2014-11-12T17:50:00,LEC 1,Enr: 0 of 40,0,40,n,,[],DODD    ,  00170  ,HIST   ,MWF    ,17:00:00,17:50:00,62,1/3/2018 12:00:00 AM
HIST    179B    ,2014-11-14T17:00:00,2014-11-14T17:50:00,LEC 1,Enr: 0 of 40,0,40,n,,[],DODD    ,  00170  ,HIST   ,MWF    ,17:00:00,17:50:00,62,1/3/2018 12:00:00 AM
STATS   101B    ,2014-11-11T08:00:00,2014-11-11T09:15:00,LEC 4,Enr: 53 of 0,53,0,n,,[],DODD    ,  00175  ,STATS  ,TR     ,08:00:00,09:15:00,98,9/25/1997 12:00:00 AM
STATS   101B    ,2014-11-13T08:00:00,2014-11-13T09:15:00,LEC 4,Enr: 53 of 0,53,0,n,,[],DODD    ,  00175  ,STATS  ,TR     ,08:00:00,09:15:00,98,9/25/1997 12:00:00 AM
STATS   101B    ,2014-11-11T09:30:00,2014-11-11T10:45:00,LEC 3,Enr: 68 of 0,68,0,n,,[],DODD    ,  00175  ,STATS  ,TR     ,09:30:00,10:45:00,98,9/25/1997 12:00:00 AM
STATS   101B    ,2014-11-13T09:30:00,2014-11-13T10:45:00,LEC 3,Enr: 68 of 0,68,0,n,,[],DODD    ,  00175  ,STATS  ,TR     ,09:30:00,10:45:00,98,9/25/1997 12:00:00 AM
STATS   102B    ,2014-11-10T10:00:00,2014-11-10T10:50:00,LEC 3,Enr: 76 of 0,76,0,n,,[],DODD    ,  00175  ,STATS  ,MWF    ,10:00:00,10:50:00,98,9/25/1997 12:00:00 AM
STATS   102B    ,2014-11-12T10:00:00,2014-11-12T10:50:00,LEC 3,Enr: 76 of 0,76,0,n,,[],DODD    ,  00175  ,STATS  ,MWF    ,10:00:00,10:50:00,98,9/25/1997 12:00:00 AM
STATS   102B    ,2014-11-14T10:00:00,2014-11-14T10:50:00,LEC 3,Enr: 76 of 0,76,0,n,,[],DODD    ,  00175  ,STATS  ,MWF    ,10:00:00,10:50:00,98,9/25/1997 12:00:00 AM
EE BIOL 187     ,2014-11-10T11:00:00,2014-11-10T11:50:00,LEC 1,Enr: 56 of 80,56,80,n,,[],DODD    ,  00175  ,EE BIOL,MWF    ,11:00:00,11:50:00,98,9/25/1997 12:00:00 AM
EE BIOL 187     ,2014-11-12T11:00:00,2014-11-12T11:50:00,LEC 1,Enr: 56 of 80,56,80,n,,[],DODD    ,  00175  ,EE BIOL,MWF    ,11:00:00,11:50:00,98,9/25/1997 12:00:00 AM
EE BIOL 187     ,2014-11-14T11:00:00,2014-11-14T11:50:00,LEC 1,Enr: 56 of 80,56,80,n,,[],DODD    ,  00175  ,EE BIOL,MWF    ,11:00:00,11:50:00,98,9/25/1997 12:00:00 AM
MGMT    122     ,2014-11-11T11:00:00,2014-11-11T12:15:00,LEC 1,Enr: 25 of 80,25,80,n,,[],DODD    ,  00175  ,MGMT   ,TR     ,11:00:00,12:15:00,98,9/25/1997 12:00:00 AM
MGMT    122     ,2014-11-13T11:00:00,2014-11-13T12:15:00,LEC 1,Enr: 25 of 80,25,80,n,,[],DODD    ,  00175  ,MGMT   ,TR     ,11:00:00,12:15:00,98,9/25/1997 12:00:00 AM
SOCIOL  122     ,2014-11-14T12:00:00,2014-11-14T12:50:00,DIS 1G,Enr: 25 of 25,25,25,n,,[],DODD    ,  00175  ,SOCIOL ,F      ,12:00:00,12:50:00,98,9/25/1997 12:00:00 AM
AF AMER 2B      ,2014-11-10T12:30:00,2014-11-10T13:45:00,LEC 1,Enr: 75 of 80,75,80,n,,[],DODD    ,  00175  ,AF AMER,MW     ,12:30:00,13:45:00,98,9/25/1997 12:00:00 AM
AF AMER 2B      ,2014-11-12T12:30:00,2014-11-12T13:45:00,LEC 1,Enr: 75 of 80,75,80,n,,[],DODD    ,  00175  ,AF AMER,MW     ,12:30:00,13:45:00,98,9/25/1997 12:00:00 AM
AF AMER M115    ,2014-11-11T12:30:00,2014-11-11T13:45:00,SEM 1,Enr: 32 of 40,23,25,y,Multiple-Listed Class,"['African American Studies (AF AMER) M115 - We Gone Be Alright: Developing Next Generation of Black Organizers', 'Labor Studies (LBR STD) M115 - We Gone Be Alright: Developing Next Generation of Black Organizers']",DODD    ,  00175  ,AF AMER,TR     ,12:30:00,13:45:00,98,9/25/1997 12:00:00 AM
AF AMER M115    ,2014-11-13T12:30:00,2014-11-13T13:45:00,SEM 1,Enr: 32 of 40,23,25,y,Multiple-Listed Class,"['African American Studies (AF AMER) M115 - We Gone Be Alright: Developing Next Generation of Black Organizers', 'Labor Studies (LBR STD) M115 - We Gone Be Alright: Developing Next Generation of Black Organizers']",DODD    ,  00175  ,AF AMER,TR     ,12:30:00,13:45:00,98,9/25/1997 12:00:00 AM
ECON    106SL   ,2014-11-14T13:00:00,2014-11-14T13:50:00,LAB 1C,Enr: 33 of 35,33,35,n,,[],DODD    ,  00175  ,ECON   ,F      ,13:00:00,13:50:00,98,9/25/1997 12:00:00 AM
SOC WLF 202A    ,2014-11-11T14:00:00,2014-11-11T15:15:00,LEC 1,Enr: 67 of 90,67,90,n,,[],DODD    ,  00175  ,SOC WLF,TR     ,14:00:00,15:15:00,98,9/25/1997 12:00:00 AM
SOC WLF 202A    ,2014-11-13T14:00:00,2014-11-13T15:15:00,LEC 1,Enr: 67 of 90,67,90,n,,[],DODD    ,  00175  ,SOC WLF,TR     ,14:00:00,15:15:00,98,9/25/1997 12:00:00 AM
STATS   20      ,2014-11-10T14:00:00,2014-11-10T14:50:00,LEC 1,Enr: 80 of 0,80,0,n,,[],DODD    ,  00175  ,STATS  ,MWF    ,14:00:00,14:50:00,98,9/25/1997 12:00:00 AM
STATS   20      ,2014-11-12T14:00:00,2014-11-12T14:50:00,LEC 1,Enr: 80 of 0,80,0,n,,[],DODD    ,  00175  ,STATS  ,MWF    ,14:00:00,14:50:00,98,9/25/1997 12:00:00 AM
STATS   20      ,2014-11-14T14:00:00,2014-11-14T14:50:00,LEC 1,Enr: 80 of 0,80,0,n,,[],DODD    ,  00175  ,STATS  ,MWF    ,14:00:00,14:50:00,98,9/25/1997 12:00:00 AM
STATS   102B    ,2014-11-10T15:00:00,2014-11-10T15:50:00,LEC 1,Enr: 76 of 0,76,0,n,,[],DODD    ,  00175  ,STATS  ,MWF    ,15:00:00,15:50:00,98,9/25/1997 12:00:00 AM
STATS   102B    ,2014-11-12T15:00:00,2014-11-12T15:50:00,LEC 1,Enr: 76 of 0,76,0,n,,[],DODD    ,  00175  ,STATS  ,MWF    ,15:00:00,15:50:00,98,9/25/1997 12:00:00 AM
STATS   102B    ,2014-11-14T15:00:00,2014-11-14T15:50:00,LEC 1,Enr: 76 of 0,76,0,n,,[],DODD    ,  00175  ,STATS  ,MWF    ,15:00:00,15:50:00,98,9/25/1997 12:00:00 AM
ECON    147     ,2014-11-11T15:30:00,2014-11-11T16:45:00,LEC 1,Enr: 31 of 64,31,64,n,,[],DODD    ,  00175  ,ECON   ,TR     ,15:30:00,16:45:00,98,9/25/1997 12:00:00 AM
ECON    147     ,2014-11-13T15:30:00,2014-11-13T16:45:00,LEC 1,Enr: 31 of 64,31,64,n,,[],DODD    ,  00175  ,ECON   ,TR     ,15:30:00,16:45:00,98,9/25/1997 12:00:00 AM
STATS   102B    ,2014-11-10T16:00:00,2014-11-10T16:50:00,LEC 2,Enr: 74 of 0,74,0,n,,[],DODD    ,  00175  ,STATS  ,MWF    ,16:00:00,16:50:00,98,9/25/1997 12:00:00 AM
STATS   102B    ,2014-11-12T16:00:00,2014-11-12T16:50:00,LEC 2,Enr: 74 of 0,74,0,n,,[],DODD    ,  00175  ,STATS  ,MWF    ,16:00:00,16:50:00,98,9/25/1997 12:00:00 AM
STATS   102B    ,2014-11-14T16:00:00,2014-11-14T16:50:00,LEC 2,Enr: 74 of 0,74,0,n,,[],DODD    ,  00175  ,STATS  ,MWF    ,16:00:00,16:50:00,98,9/25/1997 12:00:00 AM
ECON    414     ,2014-11-10T17:00:00,2014-11-10T19:30:00,LEC 080,Enr: 64 of 90,64,90,n,,[],DODD    ,  00175  ,ECON   ,M      ,17:00:00,19:30:00,98,9/25/1997 12:00:00 AM
ECON    429A    ,2014-11-13T17:00:00,2014-11-13T19:30:00,SEM 080,Enr: 30 of 80,30,80,n,,[],DODD    ,  00175  ,ECON   ,R      ,17:00:00,19:30:00,98,9/25/1997 12:00:00 AM
PUB PLC 210     ,2014-11-11T17:00:00,2014-11-11T17:50:00,DIS 1A,Enr: 52 of 55,52,55,n,,[],DODD    ,  00175  ,PUB PLC,T      ,17:00:00,17:50:00,98,9/25/1997 12:00:00 AM
PHILOS  8       ,2014-11-14T09:00:00,2014-11-14T09:50:00,DIS 1K,Enr: 25 of 25,25,25,n,,[],DODD    ,  00178  ,PHILOS ,F      ,09:00:00,09:50:00,32,9/25/1997 12:00:00 AM
PHILOS  22      ,2014-11-10T09:00:00,2014-11-10T09:50:00,DIS 1A,Enr: 24 of 25,24,25,n,,[],DODD    ,  00178  ,PHILOS ,M      ,09:00:00,09:50:00,32,9/25/1997 12:00:00 AM
PHILOS  100C    ,2014-11-11T09:00:00,2014-11-11T09:50:00,DIS 1C,Enr: 11 of 20,11,20,n,,[],DODD    ,  00178  ,PHILOS ,T      ,09:00:00,09:50:00,32,9/25/1997 12:00:00 AM
PHILOS  104     ,2014-11-12T09:00:00,2014-11-12T09:50:00,DIS 1A,Enr: 25 of 25,25,25,n,,[],DODD    ,  00178  ,PHILOS ,W      ,09:00:00,09:50:00,32,9/25/1997 12:00:00 AM
PHILOS  150     ,2014-11-13T09:00:00,2014-11-13T09:50:00,DIS 1A,Enr: 25 of 25,25,25,n,,[],DODD    ,  00178  ,PHILOS ,R      ,09:00:00,09:50:00,32,9/25/1997 12:00:00 AM
PHILOS  8       ,2014-11-14T10:00:00,2014-11-14T10:50:00,DIS 1L,Enr: 25 of 25,25,25,n,,[],DODD    ,  00178  ,PHILOS ,F      ,10:00:00,10:50:00,32,9/25/1997 12:00:00 AM
PHILOS  22      ,2014-11-10T10:00:00,2014-11-10T10:50:00,DIS 1B,Enr: 24 of 25,24,25,n,,[],DODD    ,  00178  ,PHILOS ,M      ,10:00:00,10:50:00,32,9/25/1997 12:00:00 AM
PHILOS  100C    ,2014-11-11T10:00:00,2014-11-11T10:50:00,DIS 1D,Enr: 16 of 20,16,20,n,,[],DODD    ,  00178  ,PHILOS ,T      ,10:00:00,10:50:00,32,9/25/1997 12:00:00 AM
PHILOS  104     ,2014-11-12T10:00:00,2014-11-12T10:50:00,DIS 1B,Enr: 25 of 25,25,25,n,,[],DODD    ,  00178  ,PHILOS ,W      ,10:00:00,10:50:00,32,9/25/1997 12:00:00 AM
PHILOS  150     ,2014-11-13T10:00:00,2014-11-13T10:50:00,DIS 1B,Enr: 25 of 25,25,25,n,,[],DODD    ,  00178  ,PHILOS ,R      ,10:00:00,10:50:00,32,9/25/1997 12:00:00 AM
PHILOS  4       ,2014-11-11T11:00:00,2014-11-11T11:50:00,DIS 1C,Enr: 26 of 25,26,25,n,,[],DODD    ,  00178  ,PHILOS ,T      ,11:00:00,11:50:00,32,9/25/1997 12:00:00 AM
PHILOS  8       ,2014-11-10T11:00:00,2014-11-10T11:50:00,DIS 1A,Enr: 25 of 25,25,25,n,,[],DODD    ,  00178  ,PHILOS ,M      ,11:00:00,11:50:00,32,9/25/1997 12:00:00 AM
PHILOS  129     ,2014-11-14T11:00:00,2014-11-14T11:50:00,DIS 1C,Enr: 20 of 20,20,20,n,,[],DODD    ,  00178  ,PHILOS ,F      ,11:00:00,11:50:00,32,9/25/1997 12:00:00 AM
PHILOS  132     ,2014-11-13T11:00:00,2014-11-13T11:50:00,DIS 1A,Enr: 31 of 30,31,30,n,,[],DODD    ,  00178  ,PHILOS ,R      ,11:00:00,11:50:00,32,9/25/1997 12:00:00 AM
PHILOS  174     ,2014-11-12T11:00:00,2014-11-12T11:50:00,DIS 1A,Enr: 25 of 25,25,25,n,,[],DODD    ,  00178  ,PHILOS ,W      ,11:00:00,11:50:00,32,9/25/1997 12:00:00 AM
PHILOS  4       ,2014-11-11T12:00:00,2014-11-11T12:50:00,DIS 1D,Enr: 25 of 25,25,25,n,,[],DODD    ,  00178  ,PHILOS ,T      ,12:00:00,12:50:00,32,9/25/1997 12:00:00 AM
PHILOS  8       ,2014-11-10T12:00:00,2014-11-10T12:50:00,DIS 1B,Enr: 25 of 25,25,25,n,,[],DODD    ,  00178  ,PHILOS ,M      ,12:00:00,12:50:00,32,9/25/1997 12:00:00 AM
PHILOS  129     ,2014-11-14T12:00:00,2014-11-14T12:50:00,DIS 1D,Enr: 20 of 20,20,20,n,,[],DODD    ,  00178  ,PHILOS ,F      ,12:00:00,12:50:00,32,9/25/1997 12:00:00 AM
PHILOS  132     ,2014-11-13T12:00:00,2014-11-13T12:50:00,DIS 1B,Enr: 31 of 30,31,30,n,,[],DODD    ,  00178  ,PHILOS ,R      ,12:00:00,12:50:00,32,9/25/1997 12:00:00 AM
PHILOS  174     ,2014-11-12T12:00:00,2014-11-12T12:50:00,DIS 1B,Enr: 25 of 25,25,25,n,,[],DODD    ,  00178  ,PHILOS ,W      ,12:00:00,12:50:00,32,9/25/1997 12:00:00 AM
PHILOS  22      ,2014-11-14T13:00:00,2014-11-14T13:50:00,DIS 1I,Enr: 25 of 25,25,25,n,,[],DODD    ,  00178  ,PHILOS ,F      ,13:00:00,13:50:00,32,9/25/1997 12:00:00 AM
PHILOS  100C    ,2014-11-10T13:00:00,2014-11-10T13:50:00,DIS 1A,Enr: 20 of 20,20,20,n,,[],DODD    ,  00178  ,PHILOS ,M      ,13:00:00,13:50:00,32,9/25/1997 12:00:00 AM
PHILOS  100C    ,2014-11-13T13:00:00,2014-11-13T13:50:00,DIS 1I,Enr: 10 of 20,10,20,n,,[],DODD    ,  00178  ,PHILOS ,R      ,13:00:00,13:50:00,32,9/25/1997 12:00:00 AM
PHILOS  129     ,2014-11-12T13:00:00,2014-11-12T13:50:00,DIS 1A,Enr: 20 of 20,20,20,n,,[],DODD    ,  00178  ,PHILOS ,W      ,13:00:00,13:50:00,32,9/25/1997 12:00:00 AM
PHILOS  153A    ,2014-11-11T13:00:00,2014-11-11T13:50:00,DIS 1A,Enr: 11 of 25,11,25,n,,[],DODD    ,  00178  ,PHILOS ,T      ,13:00:00,13:50:00,32,9/25/1997 12:00:00 AM
PHILOS  22      ,2014-11-14T14:00:00,2014-11-14T14:50:00,DIS 1J,Enr: 25 of 25,25,25,n,,[],DODD    ,  00178  ,PHILOS ,F      ,14:00:00,14:50:00,32,9/25/1997 12:00:00 AM
PHILOS  100C    ,2014-11-10T14:00:00,2014-11-10T14:50:00,DIS 1B,Enr: 20 of 20,20,20,n,,[],DODD    ,  00178  ,PHILOS ,M      ,14:00:00,14:50:00,32,9/25/1997 12:00:00 AM
PHILOS  100C    ,2014-11-13T14:00:00,2014-11-13T14:50:00,DIS 1J,Enr: 14 of 20,14,20,n,,[],DODD    ,  00178  ,PHILOS ,R      ,14:00:00,14:50:00,32,9/25/1997 12:00:00 AM
PHILOS  129     ,2014-11-12T14:00:00,2014-11-12T14:50:00,DIS 1B,Enr: 20 of 20,20,20,n,,[],DODD    ,  00178  ,PHILOS ,W      ,14:00:00,14:50:00,32,9/25/1997 12:00:00 AM
PHILOS  153A    ,2014-11-11T14:00:00,2014-11-11T14:50:00,DIS 1B,Enr: 12 of 25,12,25,n,,[],DODD    ,  00178  ,PHILOS ,T      ,14:00:00,14:50:00,32,9/25/1997 12:00:00 AM
CHEM    14A     ,2014-11-14T15:00:00,2014-11-14T15:50:00,DIS 1L,Enr: 30 of 29,30,29,n,,[],DODD    ,  00178  ,CHEM   ,F      ,15:00:00,15:50:00,32,9/25/1997 12:00:00 AM
COMM    182     ,2014-11-11T15:30:00,2014-11-11T16:45:00,LEC 1,Enr: 27 of 25,27,25,n,,[],DODD    ,  00178  ,COMM   ,TR     ,15:30:00,16:45:00,32,9/25/1997 12:00:00 AM
COMM    182     ,2014-11-13T15:30:00,2014-11-13T16:45:00,LEC 1,Enr: 27 of 25,27,25,n,,[],DODD    ,  00178  ,COMM   ,TR     ,15:30:00,16:45:00,32,9/25/1997 12:00:00 AM
CESC    98B     ,2014-11-12T16:00:00,2014-11-12T17:50:00,SEM 1,Enr: 16 of 30,16,30,n,,[],DODD    ,  00178  ,CESC   ,W      ,16:00:00,17:50:00,32,9/25/1997 12:00:00 AM
HNRS    101D    ,2014-11-10T16:00:00,2014-11-10T19:00:00,SEM 1,Enr: 0 of 25,0,25,n,,[],DODD    ,  00178  ,HNRS   ,M      ,16:00:00,19:00:00,32,9/25/1997 12:00:00 AM
POL SCI M183    ,2014-11-13T17:00:00,2014-11-13T17:50:00,LAB 1B,Enr: 20 of 20,10,10,y,Multiple-Listed Class,"['Political Science (POL SCI) M183 - Experiments in Racial and Ethnic Politics', 'Psychology (PSYCH) M136C - Experiments in Racial and Ethnic Politics']",DODD    ,  00178  ,POL SCI,R      ,17:00:00,17:50:00,32,9/25/1997 12:00:00 AM
ART HIS 23      ,2014-11-12T09:00:00,2014-11-12T09:50:00,DIS 1G,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,W      ,09:00:00,09:50:00,16,9/24/2015 12:00:00 AM
ART HIS 30      ,2014-11-11T09:00:00,2014-11-11T09:50:00,DIS 1A,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,T      ,09:00:00,09:50:00,16,9/24/2015 12:00:00 AM
ART HIS 23      ,2014-11-12T10:00:00,2014-11-12T10:50:00,DIS 1H,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,W      ,10:00:00,10:50:00,16,9/24/2015 12:00:00 AM
ART HIS 30      ,2014-11-11T10:00:00,2014-11-11T10:50:00,DIS 1B,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,T      ,10:00:00,10:50:00,16,9/24/2015 12:00:00 AM
ART HIS 23      ,2014-11-12T11:00:00,2014-11-12T11:50:00,DIS 1I,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,W      ,11:00:00,11:50:00,16,9/24/2015 12:00:00 AM
ART HIS 30      ,2014-11-11T11:00:00,2014-11-11T11:50:00,DIS 1C,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,T      ,11:00:00,11:50:00,16,9/24/2015 12:00:00 AM
ART HIS 185     ,2014-11-13T11:00:00,2014-11-13T12:50:00,SEM 1,Enr: 9 of 12,9,12,n,,[],DODD    ,  00220  ,ART HIS,R      ,11:00:00,12:50:00,16,9/24/2015 12:00:00 AM
ART HIS 23      ,2014-11-12T12:00:00,2014-11-12T12:50:00,DIS 1J,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,W      ,12:00:00,12:50:00,16,9/24/2015 12:00:00 AM
ART HIS 30      ,2014-11-11T12:00:00,2014-11-11T12:50:00,DIS 1D,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,T      ,12:00:00,12:50:00,16,9/24/2015 12:00:00 AM
ART HIS 23      ,2014-11-12T13:00:00,2014-11-12T13:50:00,DIS 1K,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,W      ,13:00:00,13:50:00,16,9/24/2015 12:00:00 AM
ART HIS 30      ,2014-11-11T13:00:00,2014-11-11T13:50:00,DIS 1E,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,T      ,13:00:00,13:50:00,16,9/24/2015 12:00:00 AM
ART HIS 23      ,2014-11-12T14:00:00,2014-11-12T14:50:00,DIS 1L,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,W      ,14:00:00,14:50:00,16,9/24/2015 12:00:00 AM
ART HIS 30      ,2014-11-11T14:00:00,2014-11-11T14:50:00,DIS 1F,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,T      ,14:00:00,14:50:00,16,9/24/2015 12:00:00 AM
ART HIS 23      ,2014-11-12T15:00:00,2014-11-12T15:50:00,DIS 1M,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,W      ,15:00:00,15:50:00,16,9/24/2015 12:00:00 AM
ART HIS 30      ,2014-11-11T15:00:00,2014-11-11T15:50:00,DIS 1G,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,T      ,15:00:00,15:50:00,16,9/24/2015 12:00:00 AM
ART HIS 23      ,2014-11-12T16:00:00,2014-11-12T16:50:00,DIS 1N,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,W      ,16:00:00,16:50:00,16,9/24/2015 12:00:00 AM
ART HIS 30      ,2014-11-11T16:00:00,2014-11-11T16:50:00,DIS 1H,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,T      ,16:00:00,16:50:00,16,9/24/2015 12:00:00 AM
ART HIS 23      ,2014-11-12T17:00:00,2014-11-12T17:50:00,DIS 1O,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,W      ,17:00:00,17:50:00,16,9/24/2015 12:00:00 AM
ART HIS 30      ,2014-11-11T17:00:00,2014-11-11T17:50:00,DIS 1I,Enr: 15 of 15,15,15,n,,[],DODD    ,  00220  ,ART HIS,T      ,17:00:00,17:50:00,16,9/24/2015 12:00:00 AM
I E STD M222B   ,2014-11-10T11:00:00,2014-11-10T12:15:00,LEC 1,Enr: 3 of 4,2,2,y,Multiple-Listed Class,"['Indo-European Studies (I E STD) M222B - Vedic', 'Iranian M222B - Vedic', 'South Asian (S ASIAN) M222B - Vedic']",DODD    ,  00232  ,I E STD,MW     ,11:00:00,12:15:00,15,9/24/2015 12:00:00 AM
I E STD M222B   ,2014-11-12T11:00:00,2014-11-12T12:15:00,LEC 1,Enr: 3 of 4,2,2,y,Multiple-Listed Class,"['Indo-European Studies (I E STD) M222B - Vedic', 'Iranian M222B - Vedic', 'South Asian (S ASIAN) M222B - Vedic']",DODD    ,  00232  ,I E STD,MW     ,11:00:00,12:15:00,15,9/24/2015 12:00:00 AM
LATIN   106     ,2014-11-11T11:00:00,2014-11-11T12:15:00,LEC 1,Enr: 8 of 15,8,15,n,,[],DODD    ,  00232  ,LATIN  ,TR     ,11:00:00,12:15:00,15,9/24/2015 12:00:00 AM
LATIN   106     ,2014-11-13T11:00:00,2014-11-13T12:15:00,LEC 1,Enr: 8 of 15,8,15,n,,[],DODD    ,  00232  ,LATIN  ,TR     ,11:00:00,12:15:00,15,9/24/2015 12:00:00 AM
I E STD 280A    ,2014-11-10T13:00:00,2014-11-10T14:15:00,SEM 1,Enr: 6 of 15,6,15,n,,[],DODD    ,  00232  ,I E STD,MW     ,13:00:00,14:15:00,15,9/24/2015 12:00:00 AM
I E STD 280A    ,2014-11-12T13:00:00,2014-11-12T14:15:00,SEM 1,Enr: 6 of 15,6,15,n,,[],DODD    ,  00232  ,I E STD,MW     ,13:00:00,14:15:00,15,9/24/2015 12:00:00 AM
I E STD 215     ,2014-11-10T15:00:00,2014-11-10T16:15:00,LEC 1,Enr: 3 of 10,3,10,n,,[],DODD    ,  00232  ,I E STD,MW     ,15:00:00,16:15:00,15,9/24/2015 12:00:00 AM
I E STD 215     ,2014-11-12T15:00:00,2014-11-12T16:15:00,LEC 1,Enr: 3 of 10,3,10,n,,[],DODD    ,  00232  ,I E STD,MW     ,15:00:00,16:15:00,15,9/24/2015 12:00:00 AM
ART HIS C149    ,2014-11-10T09:00:00,2014-11-10T11:50:00,LEC 1,Enr: 26 of 40,23,35,n,,[],DODD    ,  00247  ,ART HIS,M      ,09:00:00,11:50:00,60,9/23/2019 12:00:00 AM
GREEK   130     ,2014-11-11T09:30:00,2014-11-11T10:45:00,LEC 1,Enr: 4 of 15,4,15,n,,[],DODD    ,  00247  ,GREEK  ,TR     ,09:30:00,10:45:00,60,9/23/2019 12:00:00 AM
GREEK   130     ,2014-11-13T09:30:00,2014-11-13T10:45:00,LEC 1,Enr: 4 of 15,4,15,n,,[],DODD    ,  00247  ,GREEK  ,TR     ,09:30:00,10:45:00,60,9/23/2019 12:00:00 AM
ART HIS M112B   ,2014-11-11T11:00:00,2014-11-11T12:15:00,LEC 1,Enr: 25 of 40,4,5,y,Multiple-Listed Class,"['Art History (ART HIS) M112B - Archaic Greek Art and Archaeology', 'Classics (CLASSIC) M153C - Archaic Greek Art and Archaeology']",DODD    ,  00247  ,ART HIS,TR     ,11:00:00,12:15:00,60,9/23/2019 12:00:00 AM
ART HIS M112B   ,2014-11-13T11:00:00,2014-11-13T12:15:00,LEC 1,Enr: 25 of 40,4,5,y,Multiple-Listed Class,"['Art History (ART HIS) M112B - Archaic Greek Art and Archaeology', 'Classics (CLASSIC) M153C - Archaic Greek Art and Archaeology']",DODD    ,  00247  ,ART HIS,TR     ,11:00:00,12:15:00,60,9/23/2019 12:00:00 AM
CLASSIC M125    ,2014-11-13T15:00:00,2014-11-13T15:50:00,DIS 1B,Enr: 16 of 25,9,19,y,Multiple-Listed Class,"['Classics (CLASSIC) M125 - Invention of Democracy', 'Political Science (POL SCI) M112B - Invention of Democracy']",DODD    ,  00247  ,CLASSIC,R      ,15:00:00,15:50:00,60,9/23/2019 12:00:00 AM
CLASSIC 495     ,2014-11-14T09:00:00,2014-11-14T10:50:00,SEM 1,Enr: 9 of 15,9,15,n,,[],DODD    ,  00248  ,CLASSIC,F      ,09:00:00,10:50:00,25,9/24/2015 12:00:00 AM
GREEK   3       ,2014-11-10T09:00:00,2014-11-10T09:50:00,LEC 1,Enr: 8 of 20,8,20,n,,[],DODD    ,  00248  ,GREEK  ,MTWR   ,09:00:00,09:50:00,25,9/24/2015 12:00:00 AM
GREEK   3       ,2014-11-11T09:00:00,2014-11-11T09:50:00,LEC 1,Enr: 8 of 20,8,20,n,,[],DODD    ,  00248  ,GREEK  ,MTWR   ,09:00:00,09:50:00,25,9/24/2015 12:00:00 AM
GREEK   3       ,2014-11-12T09:00:00,2014-11-12T09:50:00,LEC 1,Enr: 8 of 20,8,20,n,,[],DODD    ,  00248  ,GREEK  ,MTWR   ,09:00:00,09:50:00,25,9/24/2015 12:00:00 AM
GREEK   3       ,2014-11-13T09:00:00,2014-11-13T09:50:00,LEC 1,Enr: 8 of 20,8,20,n,,[],DODD    ,  00248  ,GREEK  ,MTWR   ,09:00:00,09:50:00,25,9/24/2015 12:00:00 AM
LATIN   200C    ,2014-11-11T10:00:00,2014-11-11T11:50:00,LEC 1,Enr: 5 of 15,5,15,n,,[],DODD    ,  00248  ,LATIN  ,TR     ,10:00:00,11:50:00,25,9/24/2015 12:00:00 AM
LATIN   200C    ,2014-11-13T10:00:00,2014-11-13T11:50:00,LEC 1,Enr: 5 of 15,5,15,n,,[],DODD    ,  00248  ,LATIN  ,TR     ,10:00:00,11:50:00,25,9/24/2015 12:00:00 AM
